team,year,statName,statValue,category
Northwestern,2023,penalties,69,
Northwestern,2023,rushingYards,1325,
Northwestern,2023,kickReturnTDs,0,
Northwestern,2023,tacklesForLoss,62,
Northwestern,2023,rushingAttempts,458,
Northwestern,2023,interceptions,8,
Notre Dame,2023,turnovers,17,
Notre Dame,2023,interceptionYards,252,
Notre Dame,2023,passingTDs,31,
Notre Dame,2023,games,13,
Notre Dame,2023,puntReturnTDs,1,
Notre Dame,2023,tacklesForLoss,71,
Notre Dame,2023,penaltyYards,623,
Notre Dame,2023,rushingYards,2414,
Notre Dame,2023,puntReturnYards,168,
Notre Dame,2023,fumblesLost,8,
Notre Dame,2023,fourthDowns,17,
Notre Dame,2023,firstDowns,273,
Notre Dame,2023,kickReturns,22,
Notre Dame,2023,penalties,69,
Notre Dame,2023,sacks,29,
Notre Dame,2023,netPassingYards,3205,
Notre Dame,2023,kickReturnTDs,1,
Notre Dame,2023,rushingTDs,28,
Notre Dame,2023,kickReturnYards,575,
Notre Dame,2023,interceptionTDs,2,
Notre Dame,2023,puntReturns,15,
Notre Dame,2023,fumblesRecovered,8,
Notre Dame,2023,passAttempts,351,
Notre Dame,2023,thirdDowns,146,
Notre Dame,2023,interceptions,9,
Notre Dame,2023,possessionTime,24019,
Notre Dame,2023,passCompletions,227,
Notre Dame,2023,rushingAttempts,457,
Notre Dame,2023,passesIntercepted,16,
Notre Dame,2023,totalYards,5619,
Notre Dame,2023,thirdDownConversions,66,
Notre Dame,2023,fourthDownConversions,10,
Ohio,2023,totalYards,4524,
Ohio,2023,fumblesRecovered,8,
Ohio,2023,fourthDownConversions,8,
Ohio,2023,interceptionTDs,1,
Ohio,2023,passesIntercepted,15,
Ohio,2023,firstDowns,271,
Ohio,2023,thirdDownConversions,84,
Ohio,2023,puntReturnYards,41,
Ohio,2023,thirdDowns,184,
Ohio,2023,sacks,36,
Ohio,2023,rushingYards,1877,
Ohio,2023,possessionTime,26050,
Ohio,2023,penaltyYards,673,
Ohio,2023,puntReturnTDs,0,
Ohio,2023,kickReturnYards,273,
Ohio,2023,netPassingYards,2647,
Ohio,2023,rushingTDs,18,
Ohio,2023,fourthDowns,16,
Ohio,2023,games,13,
Ohio,2023,turnovers,13,
Ohio,2023,interceptionYards,137,
Ohio,2023,rushingAttempts,485,
Ohio,2023,puntReturns,15,
Ohio,2023,passAttempts,383,
Ohio,2023,kickReturns,15,
Ohio,2023,interceptions,9,
Ohio,2023,fumblesLost,4,
Ohio,2023,tacklesForLoss,96,
Ohio,2023,kickReturnTDs,0,
Ohio,2023,passingTDs,16,
Ohio,2023,penalties,73,
Ohio,2023,passCompletions,239,
Ohio State,2023,kickReturnTDs,0,
Ohio State,2023,netPassingYards,3498,
Ohio State,2023,passCompletions,255,
Ohio State,2023,sacks,28,
Ohio State,2023,puntReturns,17,
Ohio State,2023,interceptionYards,230,
Ohio State,2023,turnovers,13,
Ohio State,2023,fourthDowns,18,
Ohio State,2023,games,13,
Ohio State,2023,fumblesRecovered,4,
Ohio State,2023,interceptions,7,
Ohio State,2023,fumblesLost,6,
Ohio State,2023,puntReturnYards,75,
Ohio State,2023,passesIntercepted,7,
Ohio State,2023,passingTDs,26,
Ohio State,2023,passAttempts,400,
Ohio State,2023,penaltyYards,579,
Ohio State,2023,rushingTDs,20,
Ohio State,2023,tacklesForLoss,70,
Ohio State,2023,interceptionTDs,3,
Ohio State,2023,fourthDownConversions,10,
Ohio State,2023,totalYards,5303,
Ohio State,2023,penalties,74,
Ohio State,2023,rushingAttempts,431,
Ohio State,2023,firstDowns,272,
Ohio State,2023,rushingYards,1805,
Ohio State,2023,possessionTime,22955,
Ohio State,2023,kickReturnYards,259,
Ohio State,2023,thirdDowns,168,
Ohio State,2023,kickReturns,13,
Ohio State,2023,thirdDownConversions,72,
Ohio State,2023,puntReturnTDs,0,
Oklahoma,2023,puntReturnTDs,1,
Oklahoma,2023,netPassingYards,4223,
Oklahoma,2023,tacklesForLoss,94,
Oklahoma,2023,penaltyYards,756,
Oklahoma,2023,rushingYards,2368,
Oklahoma,2023,thirdDownConversions,87,
Oklahoma,2023,possessionTime,22662,
Oklahoma,2023,thirdDowns,178,
Oklahoma,2023,sacks,23,
Oklahoma,2023,rushingAttempts,521,
Oklahoma,2023,fumblesRecovered,6,
Oklahoma,2023,games,13,
Oklahoma,2023,passingTDs,34,
Oklahoma,2023,fumblesLost,11,
Oklahoma,2023,totalYards,6591,
Oklahoma,2023,fourthDownConversions,13,
Oklahoma,2023,kickReturnYards,442,
Oklahoma,2023,puntReturns,23,
Oklahoma,2023,kickReturns,21,
Oklahoma,2023,firstDowns,332,
Oklahoma,2023,fourthDowns,19,
Oklahoma,2023,rushingTDs,32,
Oklahoma,2023,passCompletions,310,
Oklahoma,2023,interceptionTDs,4,
Oklahoma,2023,passesIntercepted,20,
Oklahoma,2023,penalties,88,
Oklahoma,2023,turnovers,20,
Oklahoma,2023,interceptions,9,
Oklahoma,2023,puntReturnYards,137,
Oklahoma,2023,interceptionYards,344,
Oklahoma,2023,kickReturnTDs,0,
Oklahoma,2023,passAttempts,453,
Oklahoma State,2023,puntReturns,12,
Oklahoma State,2023,rushingTDs,29,
Oklahoma State,2023,puntReturnYards,42,
Oklahoma State,2023,thirdDownConversions,80,
Oklahoma State,2023,kickReturnTDs,0,
Oklahoma State,2023,tacklesForLoss,83,
Oklahoma State,2023,firstDowns,303,
Oklahoma State,2023,interceptionYards,194,
Oklahoma State,2023,games,14,
Oklahoma State,2023,sacks,27,
Oklahoma State,2023,kickReturns,34,
Oklahoma State,2023,rushingYards,2173,
Oklahoma State,2023,netPassingYards,3871,
Oklahoma State,2023,passCompletions,344,
Oklahoma State,2023,puntReturnTDs,0,
Oklahoma State,2023,interceptionTDs,1,
Oklahoma State,2023,fumblesLost,6,
Oklahoma State,2023,rushingAttempts,449,
Oklahoma State,2023,fourthDownConversions,11,
Oklahoma State,2023,passesIntercepted,13,
Oklahoma State,2023,passAttempts,570,
Oklahoma State,2023,fumblesRecovered,10,
Oklahoma State,2023,kickReturnYards,651,
Oklahoma State,2023,passingTDs,18,
Oklahoma State,2023,turnovers,22,
Oklahoma State,2023,penalties,70,
Oklahoma State,2023,possessionTime,25144,
Oklahoma State,2023,penaltyYards,578,
Oklahoma State,2023,interceptions,16,
Oklahoma State,2023,thirdDowns,209,
Oklahoma State,2023,totalYards,6044,
Oklahoma State,2023,fourthDowns,20,
Old Dominion,2023,kickReturns,31,
Old Dominion,2023,rushingTDs,15,
Old Dominion,2023,rushingAttempts,474,
Old Dominion,2023,fumblesLost,7,
Old Dominion,2023,thirdDowns,187,
Old Dominion,2023,passCompletions,204,
Old Dominion,2023,passAttempts,361,
Old Dominion,2023,fourthDownConversions,7,
Old Dominion,2023,passesIntercepted,11,
Old Dominion,2023,puntReturnTDs,0,
Old Dominion,2023,rushingYards,1996,
Old Dominion,2023,games,13,
Old Dominion,2023,thirdDownConversions,69,
Old Dominion,2023,kickReturnYards,501,
Old Dominion,2023,netPassingYards,2532,
Old Dominion,2023,puntReturnYards,137,
Old Dominion,2023,fourthDowns,26,
Old Dominion,2023,kickReturnTDs,0,
Old Dominion,2023,turnovers,18,
Old Dominion,2023,interceptionTDs,2,
Old Dominion,2023,tacklesForLoss,79,
Old Dominion,2023,puntReturns,19,
Old Dominion,2023,interceptions,11,
Old Dominion,2023,interceptionYards,275,
Old Dominion,2023,sacks,19,
Old Dominion,2023,fumblesRecovered,10,
Old Dominion,2023,totalYards,4528,
Old Dominion,2023,firstDowns,215,
Old Dominion,2023,penaltyYards,788,
Old Dominion,2023,possessionTime,19359,
Old Dominion,2023,passingTDs,20,
Old Dominion,2023,penalties,84,
Ole Miss,2023,penalties,93,
Ole Miss,2023,kickReturnTDs,0,
Ole Miss,2023,firstDowns,305,
Ole Miss,2023,fourthDowns,36,
Ole Miss,2023,passAttempts,395,
Ole Miss,2023,puntReturnYards,117,
Ole Miss,2023,thirdDownConversions,65,
Ole Miss,2023,thirdDowns,176,
Ole Miss,2023,netPassingYards,3713,
Ole Miss,2023,sacks,35,
Ole Miss,2023,kickReturns,21,
Ole Miss,2023,possessionTime,21639,
Ole Miss,2023,rushingTDs,29,
Ole Miss,2023,games,13,
Ole Miss,2023,interceptions,6,
Ole Miss,2023,rushingYards,2294,
Ole Miss,2023,interceptionYards,145,
Ole Miss,2023,puntReturnTDs,1,
Ole Miss,2023,penaltyYards,768,
Ole Miss,2023,interceptionTDs,0,
Ole Miss,2023,tacklesForLoss,82,
Ole Miss,2023,passCompletions,256,
Ole Miss,2023,fumblesRecovered,5,
Ole Miss,2023,totalYards,6007,
Ole Miss,2023,turnovers,7,
Ole Miss,2023,passingTDs,26,
Ole Miss,2023,fourthDownConversions,25,
Ole Miss,2023,passesIntercepted,13,
Ole Miss,2023,rushingAttempts,535,
Ole Miss,2023,puntReturns,14,
Ole Miss,2023,kickReturnYards,309,
Ole Miss,2023,fumblesLost,1,
Oregon,2023,kickReturns,20,
Oregon,2023,turnovers,7,
Oregon,2023,totalYards,7440,
Oregon,2023,puntReturnTDs,0,
Oregon,2023,sacks,34,
Oregon,2023,thirdDownConversions,79,
Oregon,2023,passAttempts,514,
Oregon,2023,firstDowns,369,
Oregon,2023,puntReturns,21,
Oregon,2023,fumblesRecovered,6,
Oregon,2023,kickReturnYards,308,
Oregon,2023,thirdDowns,155,
Oregon,2023,passesIntercepted,12,
Oregon,2023,interceptionYards,58,
Oregon,2023,penalties,93,
Oregon,2023,games,14,
Oregon,2023,rushingAttempts,437,
Oregon,2023,fourthDowns,25,
Oregon,2023,passCompletions,397,
Oregon,2023,kickReturnTDs,0,
Oregon,2023,interceptions,5,
Oregon,2023,puntReturnYards,201,
Oregon,2023,rushingTDs,33,
Oregon,2023,netPassingYards,4857,
Oregon,2023,passingTDs,49,
Oregon,2023,penaltyYards,848,
Oregon,2023,fourthDownConversions,19,
Oregon,2023,possessionTime,26079,
Oregon,2023,fumblesLost,2,
Oregon,2023,rushingYards,2583,
Oregon,2023,tacklesForLoss,71,
Oregon,2023,interceptionTDs,1,
Oregon State,2023,sacks,37,
Oregon State,2023,puntReturnTDs,1,
Oregon State,2023,turnovers,13,
Oregon State,2023,firstDowns,278,
Oregon State,2023,fumblesLost,5,
Oregon State,2023,tacklesForLoss,80,
Oregon State,2023,kickReturns,29,
Oregon State,2023,interceptionYards,153,
Oregon State,2023,penaltyYards,655,
Oregon State,2023,fumblesRecovered,7,
Oregon State,2023,rushingTDs,26,
Oregon State,2023,possessionTime,23968,
Oregon State,2023,totalYards,5320,
Oregon State,2023,thirdDownConversions,57,
Oregon State,2023,puntReturnYards,234,
Oregon State,2023,fourthDownConversions,17,
Oregon State,2023,interceptionTDs,1,
Oregon State,2023,thirdDowns,148,
Oregon State,2023,kickReturnYards,547,
Oregon State,2023,games,13,
Oregon State,2023,passesIntercepted,12,
Oregon State,2023,penalties,73,
Oregon State,2023,passCompletions,222,
Oregon State,2023,passAttempts,380,
Oregon State,2023,rushingAttempts,445,
Oregon State,2023,interceptions,8,
Oregon State,2023,rushingYards,2172,
Oregon State,2023,fourthDowns,30,
Oregon State,2023,puntReturns,14,
Oregon State,2023,passingTDs,26,
Oregon State,2023,kickReturnTDs,0,
Oregon State,2023,netPassingYards,3148,
Penn State,2023,rushingAttempts,515,
Penn State,2023,passingTDs,30,
Penn State,2023,fourthDowns,26,
Penn State,2023,turnovers,8,
Penn State,2023,netPassingYards,2795,
Penn State,2023,thirdDownConversions,75,
Penn State,2023,tacklesForLoss,112,
Penn State,2023,penaltyYards,563,
Penn State,2023,possessionTime,25370,
Penn State,2023,interceptionTDs,1,
Penn State,2023,games,13,
Penn State,2023,passCompletions,246,
Penn State,2023,kickReturnYards,372,
Penn State,2023,rushingYards,2407,
Penn State,2023,fourthDownConversions,20,
Penn State,2023,interceptions,2,
Penn State,2023,fumblesRecovered,12,
Penn State,2023,kickReturns,16,
Penn State,2023,firstDowns,292,
Penn State,2023,totalYards,5202,
Penn State,2023,kickReturnTDs,0,
Penn State,2023,rushingTDs,26,
Penn State,2023,passesIntercepted,12,
Penn State,2023,puntReturnTDs,2,
Penn State,2023,sacks,50,
Penn State,2023,puntReturns,29,
Penn State,2023,thirdDowns,185,
Penn State,2023,penalties,65,
Penn State,2023,fumblesLost,6,
Penn State,2023,puntReturnYards,336,
Penn State,2023,interceptionYards,177,
Penn State,2023,passAttempts,412,
Pittsburgh,2023,penalties,94,
Pittsburgh,2023,puntReturnTDs,0,
Pittsburgh,2023,fourthDowns,20,
Pittsburgh,2023,thirdDowns,150,
Pittsburgh,2023,netPassingYards,2592,
Pittsburgh,2023,passingTDs,17,
Pittsburgh,2023,passAttempts,360,
Pittsburgh,2023,kickReturnYards,488,
Pittsburgh,2023,tacklesForLoss,83,
Pittsburgh,2023,puntReturnYards,108,
Pittsburgh,2023,rushingTDs,10,
Pittsburgh,2023,games,12,
Pittsburgh,2023,sacks,30,
Pittsburgh,2023,possessionTime,19883,
Pittsburgh,2023,turnovers,21,
Pittsburgh,2023,rushingYards,1223,
Pittsburgh,2023,firstDowns,195,
Pittsburgh,2023,fourthDownConversions,10,
Pittsburgh,2023,passesIntercepted,10,
Pittsburgh,2023,puntReturns,23,
Pittsburgh,2023,interceptions,12,
Pittsburgh,2023,fumblesRecovered,6,
Pittsburgh,2023,passCompletions,192,
Pittsburgh,2023,penaltyYards,773,
Pittsburgh,2023,kickReturns,26,
Pittsburgh,2023,thirdDownConversions,47,
Pittsburgh,2023,interceptionTDs,1,
Pittsburgh,2023,totalYards,3815,
Pittsburgh,2023,rushingAttempts,356,
Pittsburgh,2023,fumblesLost,9,
Pittsburgh,2023,kickReturnTDs,1,
Pittsburgh,2023,interceptionYards,141,
Purdue,2023,turnovers,18,
Purdue,2023,penalties,72,
Purdue,2023,firstDowns,245,
Purdue,2023,puntReturnYards,159,
Purdue,2023,passesIntercepted,10,
Purdue,2023,games,12,
Purdue,2023,fumblesLost,8,
Purdue,2023,fumblesRecovered,8,
Purdue,2023,passCompletions,234,
Purdue,2023,thirdDowns,176,
Purdue,2023,kickReturnTDs,1,
Purdue,2023,interceptionYards,79,
Purdue,2023,sacks,33,
Purdue,2023,fourthDownConversions,11,
Purdue,2023,puntReturnTDs,0,
Purdue,2023,passingTDs,15,
Purdue,2023,thirdDownConversions,63,
Purdue,2023,rushingYards,2025,
Purdue,2023,rushingTDs,20,
Purdue,2023,netPassingYards,2534,
Purdue,2023,tacklesForLoss,70,
Purdue,2023,kickReturnYards,509,
Purdue,2023,fourthDowns,28,
Purdue,2023,interceptionTDs,0,
Purdue,2023,rushingAttempts,462,
Purdue,2023,totalYards,4559,
Purdue,2023,puntReturns,20,
Purdue,2023,passAttempts,392,
Purdue,2023,kickReturns,22,
Purdue,2023,possessionTime,21909,
Purdue,2023,interceptions,10,
Purdue,2023,penaltyYards,691,
Rice,2023,fumblesRecovered,7,
Rice,2023,sacks,19,
Rice,2023,thirdDownConversions,60,
Rice,2023,totalYards,4718,
Rice,2023,kickReturns,26,
Rice,2023,puntReturnTDs,1,
Rice,2023,fumblesLost,9,
Rice,2023,thirdDowns,158,
Rice,2023,tacklesForLoss,59,
Rice,2023,netPassingYards,3282,
Rice,2023,kickReturnYards,548,
Rice,2023,passesIntercepted,5,
Rice,2023,puntReturnYards,223,
Rice,2023,firstDowns,247,
Rice,2023,passingTDs,29,
Rice,2023,interceptionTDs,0,
Rice,2023,passAttempts,431,
Rice,2023,interceptions,16,
Rice,2023,kickReturnTDs,0,
Rice,2023,interceptionYards,98,
Rice,2023,penaltyYards,628,
Rice,2023,possessionTime,24201,
Rice,2023,turnovers,25,
Rice,2023,fourthDownConversions,16,
Rice,2023,penalties,74,
Rice,2023,fourthDowns,24,
Rice,2023,rushingTDs,21,
Rice,2023,puntReturns,22,
Rice,2023,passCompletions,268,
Rice,2023,rushingYards,1436,
Rice,2023,games,13,
Rice,2023,rushingAttempts,387,
Rutgers,2023,turnovers,13,
Rutgers,2023,firstDowns,227,
Rutgers,2023,possessionTime,24819,
Rutgers,2023,kickReturnTDs,0,
Rutgers,2023,fourthDowns,25,
Rutgers,2023,interceptionYards,52,
Rutgers,2023,games,13,
Rutgers,2023,rushingAttempts,517,
Rutgers,2023,rushingYards,2194,
Rutgers,2023,netPassingYards,1788,
Rutgers,2023,fourthDownConversions,16,
Rutgers,2023,interceptionTDs,0,
Rutgers,2023,totalYards,3982,
Rutgers,2023,fumblesLost,5,
Rutgers,2023,passesIntercepted,9,
Rutgers,2023,penalties,66,
Rutgers,2023,sacks,22,
Rutgers,2023,puntReturnTDs,2,
Rutgers,2023,passingTDs,10,
Rutgers,2023,rushingTDs,24,
Rutgers,2023,thirdDowns,169,
Rutgers,2023,interceptions,8,
Rutgers,2023,kickReturns,4,
Rutgers,2023,kickReturnYards,165,
Rutgers,2023,passCompletions,142,
Rutgers,2023,passAttempts,294,
Rutgers,2023,fumblesRecovered,10,
Rutgers,2023,penaltyYards,587,
Rutgers,2023,puntReturnYards,48,
Rutgers,2023,thirdDownConversions,62,
Rutgers,2023,tacklesForLoss,53,
Rutgers,2023,puntReturns,10,
Sam Houston,2023,interceptionTDs,2,
Sam Houston,2023,sacks,17,
Sam Houston,2023,possessionTime,21382,
Sam Houston,2023,tacklesForLoss,51,
Sam Houston,2023,puntReturnYards,144,
Sam Houston,2023,penalties,61,
Sam Houston,2023,interceptionYards,217,
Sam Houston,2023,puntReturnTDs,0,
Sam Houston,2023,kickReturns,27,
Sam Houston,2023,passingTDs,15,
Sam Houston,2023,fumblesRecovered,7,
Sam Houston,2023,rushingAttempts,368,
Sam Houston,2023,fumblesLost,4,
Sam Houston,2023,interceptions,12,
Sam Houston,2023,rushingTDs,13,
Sam Houston,2023,fourthDowns,22,
Sam Houston,2023,rushingYards,1069,
Sam Houston,2023,penaltyYards,506,
Sam Houston,2023,games,12,
Sam Houston,2023,passesIntercepted,13,
Sam Houston,2023,fourthDownConversions,13,
Sam Houston,2023,totalYards,3737,
Sam Houston,2023,puntReturns,21,
Sam Houston,2023,thirdDownConversions,65,
Sam Houston,2023,netPassingYards,2668,
Sam Houston,2023,passCompletions,282,
Sam Houston,2023,kickReturnYards,440,
Sam Houston,2023,passAttempts,448,
Sam Houston,2023,turnovers,16,
Sam Houston,2023,firstDowns,219,
Sam Houston,2023,kickReturnTDs,0,
Sam Houston,2023,thirdDowns,183,
San Diego State,2023,possessionTime,23606,
San Diego State,2023,penalties,59,
San Diego State,2023,interceptions,10,
San Diego State,2023,passAttempts,319,
San Diego State,2023,thirdDowns,174,
San Diego State,2023,netPassingYards,2061,
San Diego State,2023,rushingTDs,16,
San Diego State,2023,tacklesForLoss,49,
San Diego State,2023,penaltyYards,528,
San Diego State,2023,fourthDowns,23,
San Diego State,2023,firstDowns,206,
San Diego State,2023,fumblesRecovered,6,
San Diego State,2023,rushingYards,1851,
San Diego State,2023,thirdDownConversions,61,
San Diego State,2023,fourthDownConversions,13,
San Diego State,2023,kickReturns,30,
San Diego State,2023,turnovers,17,
San Diego State,2023,puntReturnTDs,0,
San Diego State,2023,passesIntercepted,12,
San Diego State,2023,rushingAttempts,454,
San Diego State,2023,interceptionYards,206,
San Diego State,2023,passingTDs,10,
San Diego State,2023,totalYards,3912,
San Diego State,2023,fumblesLost,7,
San Diego State,2023,passCompletions,202,
San Diego State,2023,games,12,
San Diego State,2023,puntReturnYards,185,
San Diego State,2023,interceptionTDs,1,
San Diego State,2023,kickReturnYards,589,
San Diego State,2023,puntReturns,22,
San Diego State,2023,kickReturnTDs,0,
San Diego State,2023,sacks,18,
San José State,2023,interceptionYards,230,
San José State,2023,kickReturns,21,
San José State,2023,fourthDownConversions,7,
San José State,2023,passesIntercepted,12,
San José State,2023,turnovers,10,
San José State,2023,puntReturnTDs,2,
San José State,2023,thirdDownConversions,68,
San José State,2023,interceptionTDs,1,
San José State,2023,passingTDs,21,
San José State,2023,fumblesLost,6,
San José State,2023,possessionTime,23863,
San José State,2023,puntReturns,11,
San José State,2023,tacklesForLoss,64,
San José State,2023,fumblesRecovered,9,
San José State,2023,sacks,22,
San José State,2023,interceptions,4,
San José State,2023,games,13,
San José State,2023,penalties,74,
San José State,2023,kickReturnYards,284,
San José State,2023,netPassingYards,2853,
San José State,2023,rushingYards,2393,
San José State,2023,passCompletions,230,
San José State,2023,firstDowns,269,
San José State,2023,puntReturnYards,182,
San José State,2023,rushingTDs,31,
San José State,2023,passAttempts,376,
San José State,2023,rushingAttempts,429,
San José State,2023,totalYards,5246,
San José State,2023,thirdDowns,153,
San José State,2023,penaltyYards,638,
San José State,2023,kickReturnTDs,0,
San José State,2023,fourthDowns,19,
SMU,2023,turnovers,14,
SMU,2023,interceptionYards,172,
SMU,2023,kickReturns,25,
SMU,2023,interceptionTDs,4,
SMU,2023,totalYards,6369,
SMU,2023,netPassingYards,3897,
SMU,2023,interceptions,8,
SMU,2023,fumblesLost,6,
SMU,2023,passCompletions,274,
SMU,2023,puntReturns,27,
SMU,2023,rushingYards,2472,
SMU,2023,thirdDowns,196,
SMU,2023,firstDowns,329,
SMU,2023,fourthDowns,29,
SMU,2023,fumblesRecovered,5,
SMU,2023,possessionTime,25291,
SMU,2023,thirdDownConversions,84,
SMU,2023,passingTDs,33,
SMU,2023,passesIntercepted,12,
SMU,2023,puntReturnYards,265,
SMU,2023,kickReturnYards,449,
SMU,2023,kickReturnTDs,0,
SMU,2023,rushingTDs,29,
SMU,2023,puntReturnTDs,1,
SMU,2023,passAttempts,465,
SMU,2023,games,14,
SMU,2023,fourthDownConversions,17,
SMU,2023,penalties,64,
SMU,2023,rushingAttempts,556,
SMU,2023,tacklesForLoss,96,
SMU,2023,penaltyYards,563,
SMU,2023,sacks,45,
South Alabama,2023,possessionTime,23830,
South Alabama,2023,tacklesForLoss,84,
South Alabama,2023,games,13,
South Alabama,2023,passCompletions,291,
South Alabama,2023,rushingAttempts,469,
South Alabama,2023,kickReturnYards,312,
South Alabama,2023,interceptions,11,
South Alabama,2023,rushingTDs,28,
South Alabama,2023,fumblesLost,9,
South Alabama,2023,passAttempts,428,
South Alabama,2023,interceptionYards,70,
South Alabama,2023,fourthDownConversions,17,
South Alabama,2023,rushingYards,2240,
South Alabama,2023,interceptionTDs,0,
South Alabama,2023,puntReturnTDs,0,
South Alabama,2023,turnovers,20,
South Alabama,2023,penaltyYards,750,
South Alabama,2023,passesIntercepted,13,
South Alabama,2023,netPassingYards,3486,
South Alabama,2023,totalYards,5726,
South Alabama,2023,passingTDs,28,
South Alabama,2023,kickReturnTDs,0,
South Alabama,2023,thirdDownConversions,75,
South Alabama,2023,firstDowns,294,
South Alabama,2023,sacks,26,
South Alabama,2023,kickReturns,18,
South Alabama,2023,fourthDowns,27,
South Alabama,2023,puntReturnYards,252,
South Alabama,2023,puntReturns,24,
South Alabama,2023,penalties,87,
South Alabama,2023,thirdDowns,174,
South Alabama,2023,fumblesRecovered,9,
South Carolina,2023,totalYards,4357,
South Carolina,2023,fumblesLost,5,
South Carolina,2023,penalties,85,
South Carolina,2023,possessionTime,20375,
South Carolina,2023,interceptionYards,129,
South Carolina,2023,interceptions,8,
South Carolina,2023,fumblesRecovered,7,
South Carolina,2023,passAttempts,412,
South Carolina,2023,kickReturns,20,
South Carolina,2023,sacks,22,
South Carolina,2023,fourthDownConversions,9,
South Carolina,2023,puntReturnYards,112,
South Carolina,2023,rushingYards,1021,
South Carolina,2023,tacklesForLoss,55,
South Carolina,2023,passingTDs,21,
South Carolina,2023,rushingAttempts,369,
South Carolina,2023,thirdDowns,161,
South Carolina,2023,firstDowns,217,
South Carolina,2023,kickReturnTDs,0,
South Carolina,2023,netPassingYards,3336,
South Carolina,2023,passesIntercepted,10,
South Carolina,2023,rushingTDs,17,
South Carolina,2023,passCompletions,283,
South Carolina,2023,penaltyYards,661,
South Carolina,2023,kickReturnYards,352,
South Carolina,2023,turnovers,13,
South Carolina,2023,thirdDownConversions,54,
South Carolina,2023,fourthDowns,24,
South Carolina,2023,puntReturns,15,
South Carolina,2023,interceptionTDs,1,
South Carolina,2023,puntReturnTDs,1,
South Carolina,2023,games,12,
Southern Miss,2023,netPassingYards,2288,
Southern Miss,2023,interceptionYards,41,
Southern Miss,2023,rushingAttempts,486,
Southern Miss,2023,turnovers,16,
Southern Miss,2023,kickReturnTDs,1,
Southern Miss,2023,kickReturnYards,879,
Southern Miss,2023,possessionTime,23943,
Southern Miss,2023,puntReturns,16,
Southern Miss,2023,rushingYards,1961,
Southern Miss,2023,puntReturnTDs,1,
Southern Miss,2023,fumblesRecovered,8,
Southern Miss,2023,passingTDs,15,
Southern Miss,2023,interceptionTDs,0,
Southern Miss,2023,penaltyYards,578,
Southern Miss,2023,passCompletions,188,
Southern Miss,2023,fumblesLost,8,
Southern Miss,2023,firstDowns,243,
Southern Miss,2023,fourthDowns,25,
Southern Miss,2023,thirdDownConversions,72,
Southern Miss,2023,kickReturns,40,
Southern Miss,2023,interceptions,8,
Southern Miss,2023,totalYards,4249,
Southern Miss,2023,sacks,25,
Southern Miss,2023,passAttempts,365,
Southern Miss,2023,tacklesForLoss,54,
Southern Miss,2023,fourthDownConversions,11,
Southern Miss,2023,penalties,75,
Southern Miss,2023,games,12,
Southern Miss,2023,thirdDowns,188,
Southern Miss,2023,passesIntercepted,9,
Southern Miss,2023,puntReturnYards,167,
Southern Miss,2023,rushingTDs,16,
South Florida,2023,tacklesForLoss,98,
South Florida,2023,fourthDownConversions,20,
South Florida,2023,rushingTDs,23,
South Florida,2023,rushingAttempts,580,
South Florida,2023,possessionTime,22298,
South Florida,2023,fumblesLost,10,
South Florida,2023,thirdDowns,208,
South Florida,2023,sacks,23,
South Florida,2023,kickReturnYards,414,
South Florida,2023,firstDowns,300,
South Florida,2023,games,13,
South Florida,2023,puntReturnYards,105,
South Florida,2023,interceptions,11,
South Florida,2023,interceptionYards,175,
South Florida,2023,passingTDs,27,
South Florida,2023,passAttempts,447,
South Florida,2023,totalYards,5871,
South Florida,2023,kickReturns,21,
South Florida,2023,netPassingYards,3494,
South Florida,2023,passCompletions,287,
South Florida,2023,fourthDowns,46,
South Florida,2023,penalties,97,
South Florida,2023,penaltyYards,852,
South Florida,2023,rushingYards,2377,
South Florida,2023,fumblesRecovered,11,
South Florida,2023,puntReturns,20,
South Florida,2023,kickReturnTDs,0,
South Florida,2023,interceptionTDs,1,
South Florida,2023,turnovers,21,
South Florida,2023,thirdDownConversions,78,
South Florida,2023,passesIntercepted,14,
South Florida,2023,puntReturnTDs,0,
Stanford,2023,possessionTime,22521,
Stanford,2023,rushingAttempts,414,
Stanford,2023,sacks,23,
Stanford,2023,fumblesLost,4,
Stanford,2023,interceptions,10,
Stanford,2023,penaltyYards,709,
Stanford,2023,puntReturnYards,48,
Stanford,2023,fourthDownConversions,9,
Stanford,2023,interceptionTDs,0,
Stanford,2023,puntReturnTDs,0,
Stanford,2023,totalYards,4221,
Stanford,2023,passingTDs,11,
Stanford,2023,thirdDownConversions,65,
Stanford,2023,kickReturns,22,
Stanford,2023,tacklesForLoss,51,
Stanford,2023,penalties,75,
Stanford,2023,interceptionYards,49,
Stanford,2023,games,12,
Stanford,2023,puntReturns,7,
Stanford,2023,passCompletions,233,
Stanford,2023,turnovers,14,
Stanford,2023,passesIntercepted,8,
Stanford,2023,fumblesRecovered,4,
Stanford,2023,passAttempts,427,
Stanford,2023,thirdDowns,183,
Stanford,2023,fourthDowns,27,
Stanford,2023,rushingTDs,15,
Stanford,2023,firstDowns,234,
Stanford,2023,netPassingYards,2796,
Stanford,2023,rushingYards,1425,
Stanford,2023,kickReturnTDs,0,
Stanford,2023,kickReturnYards,337,
Syracuse,2023,passesIntercepted,9,
Syracuse,2023,fumblesLost,9,
