team,year,statName,statValue,category
Nevada,2022,passingTDs,7,
Nevada,2022,netPassingYards,2227,
Nevada,2022,firstDowns,203,
Nevada,2022,kickReturnYards,636,
Nevada,2022,fumblesRecovered,9,
Nevada,2022,possessionTime,20510,
Nevada,2022,kickReturns,33,
Nevada,2022,kickReturnTDs,0,
Nevada,2022,puntReturns,15,
Nevada,2022,passesIntercepted,11,
Nevada,2022,interceptionYards,50,
Nevada,2022,penalties,72,
Nevada,2022,rushingAttempts,427,
New Mexico,2022,fumblesLost,5,
New Mexico,2022,kickReturnYards,560,
New Mexico,2022,tacklesForLoss,62,
New Mexico,2022,rushingTDs,12,
New Mexico,2022,passAttempts,256,
New Mexico,2022,interceptionYards,90,
New Mexico,2022,netPassingYards,1266,
New Mexico,2022,puntReturns,18,
New Mexico,2022,fourthDowns,14,
New Mexico,2022,passCompletions,138,
New Mexico,2022,puntReturnYards,111,
New Mexico,2022,fourthDownConversions,4,
New Mexico,2022,interceptionTDs,1,
New Mexico,2022,totalYards,2722,
New Mexico,2022,penaltyYards,614,
New Mexico,2022,sacks,25,
New Mexico,2022,puntReturnTDs,0,
New Mexico,2022,fumblesRecovered,14,
New Mexico,2022,penalties,73,
New Mexico,2022,thirdDownConversions,35,
New Mexico,2022,games,12,
New Mexico,2022,rushingAttempts,438,
New Mexico,2022,kickReturns,26,
New Mexico,2022,kickReturnTDs,1,
New Mexico,2022,passingTDs,3,
New Mexico,2022,interceptions,9,
New Mexico,2022,rushingYards,1456,
New Mexico,2022,passesIntercepted,9,
New Mexico,2022,possessionTime,20849,
New Mexico,2022,firstDowns,157,
New Mexico,2022,turnovers,14,
New Mexico,2022,thirdDowns,159,
New Mexico State,2022,fumblesRecovered,9,
New Mexico State,2022,interceptionTDs,1,
New Mexico State,2022,turnovers,18,
New Mexico State,2022,rushingAttempts,454,
New Mexico State,2022,interceptionYards,30,
New Mexico State,2022,puntReturnYards,177,
New Mexico State,2022,passingTDs,18,
New Mexico State,2022,firstDowns,216,
New Mexico State,2022,games,13,
New Mexico State,2022,fourthDowns,15,
New Mexico State,2022,thirdDownConversions,64,
New Mexico State,2022,passAttempts,305,
New Mexico State,2022,kickReturnTDs,0,
New Mexico State,2022,penalties,85,
New Mexico State,2022,rushingYards,2101,
New Mexico State,2022,tacklesForLoss,71,
New Mexico State,2022,fumblesLost,5,
New Mexico State,2022,fourthDownConversions,11,
New Mexico State,2022,kickReturns,16,
New Mexico State,2022,puntReturns,24,
New Mexico State,2022,puntReturnTDs,0,
New Mexico State,2022,thirdDowns,164,
New Mexico State,2022,rushingTDs,24,
New Mexico State,2022,sacks,27,
New Mexico State,2022,possessionTime,22507,
New Mexico State,2022,passCompletions,159,
New Mexico State,2022,penaltyYards,746,
New Mexico State,2022,kickReturnYards,267,
New Mexico State,2022,netPassingYards,2199,
New Mexico State,2022,passesIntercepted,7,
New Mexico State,2022,interceptions,13,
New Mexico State,2022,totalYards,4300,
North Carolina,2022,firstDowns,344,
North Carolina,2022,penalties,86,
North Carolina,2022,sacks,17,
North Carolina,2022,fourthDownConversions,25,
North Carolina,2022,interceptionTDs,0,
North Carolina,2022,puntReturns,16,
North Carolina,2022,rushingTDs,24,
North Carolina,2022,rushingAttempts,509,
North Carolina,2022,games,14,
North Carolina,2022,kickReturnYards,523,
North Carolina,2022,puntReturnYards,213,
North Carolina,2022,passingTDs,38,
North Carolina,2022,totalYards,6478,
North Carolina,2022,puntReturnTDs,0,
North Carolina,2022,interceptionYards,107,
North Carolina,2022,penaltyYards,774,
North Carolina,2022,passesIntercepted,9,
North Carolina,2022,kickReturns,23,
North Carolina,2022,passCompletions,344,
North Carolina,2022,rushingYards,2148,
North Carolina,2022,thirdDowns,201,
North Carolina,2022,turnovers,14,
North Carolina,2022,fourthDowns,35,
North Carolina,2022,netPassingYards,4330,
North Carolina,2022,passAttempts,525,
North Carolina,2022,interceptions,7,
North Carolina,2022,fumblesRecovered,6,
North Carolina,2022,kickReturnTDs,1,
North Carolina,2022,thirdDownConversions,93,
North Carolina,2022,tacklesForLoss,48,
North Carolina,2022,fumblesLost,7,
North Carolina,2022,possessionTime,25136,
Northern Illinois,2022,kickReturns,26,
Northern Illinois,2022,interceptionYards,41,
Northern Illinois,2022,passesIntercepted,8,
Northern Illinois,2022,fourthDowns,21,
Northern Illinois,2022,firstDowns,225,
Northern Illinois,2022,sacks,29,
Northern Illinois,2022,interceptionTDs,1,
Northern Illinois,2022,puntReturnTDs,0,
Northern Illinois,2022,penalties,76,
Northern Illinois,2022,tacklesForLoss,55,
Northern Illinois,2022,games,12,
Northern Illinois,2022,interceptions,14,
Northern Illinois,2022,puntReturnYards,13,
Northern Illinois,2022,passAttempts,328,
Northern Illinois,2022,turnovers,16,
Northern Illinois,2022,fumblesRecovered,14,
Northern Illinois,2022,passingTDs,18,
Northern Illinois,2022,thirdDownConversions,67,
Northern Illinois,2022,possessionTime,22176,
Northern Illinois,2022,penaltyYards,750,
Northern Illinois,2022,rushingYards,2285,
Northern Illinois,2022,fumblesLost,2,
Northern Illinois,2022,totalYards,4477,
Northern Illinois,2022,puntReturns,6,
Northern Illinois,2022,kickReturnYards,434,
Northern Illinois,2022,kickReturnTDs,0,
Northern Illinois,2022,rushingAttempts,478,
Northern Illinois,2022,fourthDownConversions,10,
Northern Illinois,2022,passCompletions,185,
Northern Illinois,2022,netPassingYards,2192,
Northern Illinois,2022,rushingTDs,19,
Northern Illinois,2022,thirdDowns,171,
North Texas,2022,passCompletions,241,
North Texas,2022,interceptionYards,149,
North Texas,2022,thirdDowns,189,
North Texas,2022,fumblesLost,6,
North Texas,2022,netPassingYards,3667,
North Texas,2022,fourthDowns,23,
North Texas,2022,puntReturnTDs,0,
North Texas,2022,fourthDownConversions,14,
North Texas,2022,puntReturnYards,49,
North Texas,2022,turnovers,22,
North Texas,2022,puntReturns,11,
North Texas,2022,thirdDownConversions,81,
North Texas,2022,kickReturnYards,878,
North Texas,2022,kickReturnTDs,1,
North Texas,2022,rushingAttempts,536,
North Texas,2022,kickReturns,44,
North Texas,2022,totalYards,6437,
North Texas,2022,games,14,
North Texas,2022,possessionTime,22978,
North Texas,2022,firstDowns,304,
North Texas,2022,passingTDs,34,
North Texas,2022,rushingTDs,24,
North Texas,2022,interceptionTDs,1,
North Texas,2022,penalties,73,
North Texas,2022,tacklesForLoss,54,
North Texas,2022,rushingYards,2770,
North Texas,2022,fumblesRecovered,11,
North Texas,2022,passesIntercepted,8,
North Texas,2022,interceptions,16,
North Texas,2022,sacks,27,
North Texas,2022,penaltyYards,579,
North Texas,2022,passAttempts,430,
Northwestern,2022,netPassingYards,2524,
Northwestern,2022,fumblesRecovered,12,
Northwestern,2022,fourthDowns,39,
Northwestern,2022,rushingYards,1501,
Northwestern,2022,firstDowns,228,
Northwestern,2022,passesIntercepted,6,
Northwestern,2022,interceptionTDs,0,
Northwestern,2022,passCompletions,245,
Northwestern,2022,interceptions,17,
Northwestern,2022,rushingAttempts,469,
Northwestern,2022,sacks,23,
Northwestern,2022,interceptionYards,16,
Northwestern,2022,kickReturns,12,
Northwestern,2022,passAttempts,417,
Northwestern,2022,kickReturnYards,199,
Northwestern,2022,possessionTime,20900,
Northwestern,2022,thirdDownConversions,72,
Northwestern,2022,rushingTDs,11,
Northwestern,2022,puntReturns,8,
Northwestern,2022,fumblesLost,13,
Northwestern,2022,puntReturnTDs,0,
Northwestern,2022,tacklesForLoss,54,
Northwestern,2022,passingTDs,10,
Northwestern,2022,penalties,55,
Northwestern,2022,totalYards,4025,
Northwestern,2022,turnovers,30,
Northwestern,2022,fourthDownConversions,19,
Northwestern,2022,games,12,
Northwestern,2022,penaltyYards,490,
Northwestern,2022,puntReturnYards,19,
Northwestern,2022,thirdDowns,193,
Northwestern,2022,kickReturnTDs,0,
Notre Dame,2022,penalties,60,
Notre Dame,2022,passesIntercepted,10,
Notre Dame,2022,rushingYards,2458,
Notre Dame,2022,passCompletions,211,
Notre Dame,2022,netPassingYards,2693,
Notre Dame,2022,kickReturnTDs,0,
Notre Dame,2022,passingTDs,25,
Notre Dame,2022,games,13,
Notre Dame,2022,tacklesForLoss,78,
Notre Dame,2022,kickReturns,18,
Notre Dame,2022,fumblesRecovered,8,
Notre Dame,2022,puntReturnYards,286,
Notre Dame,2022,thirdDowns,176,
Notre Dame,2022,totalYards,5151,
Notre Dame,2022,puntReturns,29,
Notre Dame,2022,kickReturnYards,347,
Notre Dame,2022,sacks,37,
Notre Dame,2022,interceptionTDs,2,
Notre Dame,2022,fumblesLost,7,
Notre Dame,2022,rushingTDs,25,
Notre Dame,2022,interceptions,11,
Notre Dame,2022,possessionTime,25092,
Notre Dame,2022,passAttempts,338,
Notre Dame,2022,thirdDownConversions,83,
Notre Dame,2022,fourthDowns,16,
Notre Dame,2022,penaltyYards,550,
Notre Dame,2022,puntReturnTDs,1,
Notre Dame,2022,turnovers,18,
Notre Dame,2022,rushingAttempts,531,
Notre Dame,2022,firstDowns,281,
Notre Dame,2022,interceptionYards,132,
Notre Dame,2022,fourthDownConversions,7,
Ohio,2022,fumblesLost,8,
Ohio,2022,fourthDowns,17,
Ohio,2022,rushingTDs,23,
Ohio,2022,passesIntercepted,12,
Ohio,2022,passAttempts,464,
Ohio,2022,tacklesForLoss,83,
Ohio,2022,sacks,37,
Ohio,2022,puntReturnYards,31,
Ohio,2022,possessionTime,27015,
Ohio,2022,puntReturns,15,
Ohio,2022,fumblesRecovered,19,
Ohio,2022,kickReturnTDs,1,
Ohio,2022,rushingYards,2008,
Ohio,2022,kickReturnYards,1115,
Ohio,2022,totalYards,5901,
Ohio,2022,interceptionYards,163,
Ohio,2022,rushingAttempts,493,
Ohio,2022,penaltyYards,618,
Ohio,2022,interceptions,5,
Ohio,2022,fourthDownConversions,6,
Ohio,2022,penalties,69,
Ohio,2022,games,14,
Ohio,2022,thirdDownConversions,79,
Ohio,2022,thirdDowns,188,
Ohio,2022,firstDowns,290,
Ohio,2022,kickReturns,58,
Ohio,2022,turnovers,13,
Ohio,2022,passingTDs,28,
Ohio,2022,passCompletions,302,
Ohio,2022,netPassingYards,3893,
Ohio,2022,interceptionTDs,0,
Ohio,2022,puntReturnTDs,0,
Ohio State,2022,puntReturnYards,141,
Ohio State,2022,rushingYards,2501,
Ohio State,2022,totalYards,6379,
Ohio State,2022,puntReturns,19,
Ohio State,2022,fumblesLost,4,
Ohio State,2022,kickReturnTDs,0,
Ohio State,2022,fourthDowns,17,
Ohio State,2022,firstDowns,310,
Ohio State,2022,sacks,34,
Ohio State,2022,games,13,
Ohio State,2022,tacklesForLoss,84,
Ohio State,2022,kickReturnYards,330,
Ohio State,2022,passesIntercepted,11,
Ohio State,2022,rushingAttempts,466,
Ohio State,2022,penaltyYards,624,
Ohio State,2022,passAttempts,410,
Ohio State,2022,thirdDowns,166,
Ohio State,2022,possessionTime,23986,
Ohio State,2022,thirdDownConversions,75,
Ohio State,2022,penalties,73,
Ohio State,2022,rushingTDs,30,
Ohio State,2022,fourthDownConversions,12,
Ohio State,2022,interceptions,6,
Ohio State,2022,interceptionTDs,2,
Ohio State,2022,fumblesRecovered,9,
Ohio State,2022,puntReturnTDs,0,
Ohio State,2022,passingTDs,42,
Ohio State,2022,interceptionYards,109,
Ohio State,2022,passCompletions,274,
Ohio State,2022,kickReturns,18,
Ohio State,2022,netPassingYards,3878,
Ohio State,2022,turnovers,10,
Oklahoma,2022,tacklesForLoss,101,
Oklahoma,2022,sacks,28,
Oklahoma,2022,kickReturnTDs,0,
Oklahoma,2022,penaltyYards,652,
Oklahoma,2022,fumblesLost,7,
Oklahoma,2022,fumblesRecovered,8,
Oklahoma,2022,rushingAttempts,580,
Oklahoma,2022,netPassingYards,3310,
Oklahoma,2022,possessionTime,20534,
Oklahoma,2022,penalties,74,
Oklahoma,2022,puntReturnYards,169,
Oklahoma,2022,rushingTDs,28,
Oklahoma,2022,thirdDownConversions,80,
Oklahoma,2022,passesIntercepted,17,
Oklahoma,2022,kickReturnYards,481,
Oklahoma,2022,thirdDowns,195,
Oklahoma,2022,interceptionTDs,0,
Oklahoma,2022,games,13,
Oklahoma,2022,puntReturnTDs,0,
Oklahoma,2022,interceptionYards,131,
Oklahoma,2022,kickReturns,25,
Oklahoma,2022,fourthDownConversions,11,
Oklahoma,2022,turnovers,15,
Oklahoma,2022,firstDowns,309,
Oklahoma,2022,totalYards,6169,
Oklahoma,2022,passingTDs,27,
Oklahoma,2022,passCompletions,251,
Oklahoma,2022,rushingYards,2859,
Oklahoma,2022,interceptions,8,
Oklahoma,2022,fourthDowns,27,
Oklahoma,2022,passAttempts,407,
Oklahoma,2022,puntReturns,13,
Oklahoma State,2022,possessionTime,21663,
Oklahoma State,2022,fourthDownConversions,5,
Oklahoma State,2022,interceptions,18,
Oklahoma State,2022,puntReturnTDs,1,
Oklahoma State,2022,passCompletions,292,
Oklahoma State,2022,firstDowns,289,
Oklahoma State,2022,fumblesRecovered,6,
Oklahoma State,2022,fourthDowns,16,
Oklahoma State,2022,games,13,
Oklahoma State,2022,totalYards,5267,
Oklahoma State,2022,kickReturnTDs,1,
Oklahoma State,2022,thirdDownConversions,72,
Oklahoma State,2022,rushingAttempts,476,
Oklahoma State,2022,fumblesLost,5,
Oklahoma State,2022,kickReturns,33,
Oklahoma State,2022,penaltyYards,436,
Oklahoma State,2022,passesIntercepted,13,
Oklahoma State,2022,penalties,46,
Oklahoma State,2022,sacks,25,
Oklahoma State,2022,passAttempts,524,
Oklahoma State,2022,passingTDs,24,
Oklahoma State,2022,rushingYards,1633,
Oklahoma State,2022,netPassingYards,3634,
Oklahoma State,2022,interceptionYards,104,
Oklahoma State,2022,interceptionTDs,0,
Oklahoma State,2022,thirdDowns,204,
Oklahoma State,2022,tacklesForLoss,86,
Oklahoma State,2022,rushingTDs,20,
Oklahoma State,2022,puntReturns,16,
Oklahoma State,2022,kickReturnYards,779,
Oklahoma State,2022,puntReturnYards,147,
Oklahoma State,2022,turnovers,23,
Old Dominion,2022,firstDowns,189,
Old Dominion,2022,thirdDownConversions,47,
Old Dominion,2022,interceptions,7,
Old Dominion,2022,passCompletions,237,
Old Dominion,2022,puntReturnTDs,0,
Old Dominion,2022,passesIntercepted,12,
Old Dominion,2022,puntReturns,15,
Old Dominion,2022,rushingYards,1097,
Old Dominion,2022,kickReturnTDs,0,
Old Dominion,2022,fumblesLost,11,
Old Dominion,2022,turnovers,18,
Old Dominion,2022,rushingTDs,8,
Old Dominion,2022,totalYards,4074,
Old Dominion,2022,fourthDownConversions,8,
Old Dominion,2022,interceptionTDs,1,
Old Dominion,2022,passingTDs,19,
Old Dominion,2022,interceptionYards,96,
Old Dominion,2022,tacklesForLoss,74,
Old Dominion,2022,possessionTime,17374,
Old Dominion,2022,rushingAttempts,310,
Old Dominion,2022,thirdDowns,158,
Old Dominion,2022,kickReturnYards,494,
Old Dominion,2022,puntReturnYards,120,
Old Dominion,2022,fourthDowns,23,
Old Dominion,2022,penaltyYards,765,
Old Dominion,2022,passAttempts,417,
Old Dominion,2022,penalties,83,
Old Dominion,2022,sacks,31,
Old Dominion,2022,fumblesRecovered,11,
Old Dominion,2022,games,12,
Old Dominion,2022,kickReturns,25,
Old Dominion,2022,netPassingYards,2977,
Ole Miss,2022,kickReturnYards,447,
Ole Miss,2022,fourthDowns,35,
Ole Miss,2022,kickReturnTDs,0,
Ole Miss,2022,fumblesRecovered,22,
Ole Miss,2022,interceptionTDs,0,
Ole Miss,2022,thirdDownConversions,88,
Ole Miss,2022,games,13,
Ole Miss,2022,fumblesLost,9,
Ole Miss,2022,puntReturnTDs,0,
Ole Miss,2022,sacks,33,
Ole Miss,2022,passingTDs,22,
Ole Miss,2022,fourthDownConversions,17,
Ole Miss,2022,netPassingYards,3118,
Ole Miss,2022,passAttempts,386,
Ole Miss,2022,interceptionYards,34,
Ole Miss,2022,turnovers,20,
Ole Miss,2022,firstDowns,327,
Ole Miss,2022,tacklesForLoss,74,
Ole Miss,2022,penalties,88,
Ole Miss,2022,passCompletions,239,
Ole Miss,2022,kickReturns,26,
Ole Miss,2022,puntReturns,17,
Ole Miss,2022,penaltyYards,821,
Ole Miss,2022,rushingAttempts,614,
Ole Miss,2022,interceptions,11,
Ole Miss,2022,possessionTime,20590,
Ole Miss,2022,rushingTDs,33,
Ole Miss,2022,passesIntercepted,8,
Ole Miss,2022,rushingYards,3335,
Ole Miss,2022,thirdDowns,187,
Ole Miss,2022,puntReturnYards,111,
Ole Miss,2022,totalYards,6453,
Oregon,2022,rushingAttempts,508,
Oregon,2022,fourthDowns,32,
Oregon,2022,passCompletions,308,
Oregon,2022,interceptionTDs,1,
Oregon,2022,possessionTime,24462,
Oregon,2022,thirdDownConversions,75,
Oregon,2022,puntReturnTDs,0,
Oregon,2022,passesIntercepted,16,
Oregon,2022,kickReturnTDs,0,
Oregon,2022,kickReturns,28,
Oregon,2022,kickReturnYards,523,
Oregon,2022,penaltyYards,744,
Oregon,2022,puntReturnYards,64,
Oregon,2022,rushingTDs,34,
Oregon,2022,interceptionYards,207,
Oregon,2022,games,13,
Oregon,2022,firstDowns,340,
Oregon,2022,passingTDs,30,
Oregon,2022,fumblesLost,3,
Oregon,2022,puntReturns,13,
Oregon,2022,netPassingYards,3703,
Oregon,2022,interceptions,9,
Oregon,2022,sacks,17,
Oregon,2022,fourthDownConversions,20,
Oregon,2022,fumblesRecovered,10,
Oregon,2022,rushingYards,2804,
Oregon,2022,tacklesForLoss,51,
Oregon,2022,turnovers,12,
Oregon,2022,penalties,88,
Oregon,2022,totalYards,6507,
Oregon,2022,thirdDowns,162,
Oregon,2022,passAttempts,432,
Oregon State,2022,passAttempts,323,
Oregon State,2022,totalYards,5148,
Oregon State,2022,rushingYards,2554,
Oregon State,2022,kickReturnYards,667,
Oregon State,2022,passCompletions,201,
Oregon State,2022,fourthDownConversions,16,
Oregon State,2022,firstDowns,289,
Oregon State,2022,sacks,21,
Oregon State,2022,tacklesForLoss,64,
Oregon State,2022,netPassingYards,2594,
Oregon State,2022,passesIntercepted,12,
Oregon State,2022,kickReturns,30,
Oregon State,2022,passingTDs,16,
Oregon State,2022,fumblesLost,5,
Oregon State,2022,interceptionYards,105,
Oregon State,2022,fourthDowns,23,
Oregon State,2022,puntReturns,20,
Oregon State,2022,possessionTime,24925,
Oregon State,2022,puntReturnYards,319,
Oregon State,2022,interceptionTDs,2,
Oregon State,2022,fumblesRecovered,9,
Oregon State,2022,kickReturnTDs,0,
Oregon State,2022,games,13,
Oregon State,2022,turnovers,18,
Oregon State,2022,thirdDowns,153,
Oregon State,2022,rushingAttempts,523,
Oregon State,2022,rushingTDs,36,
Oregon State,2022,penalties,78,
Oregon State,2022,penaltyYards,711,
Oregon State,2022,thirdDownConversions,67,
Oregon State,2022,puntReturnTDs,2,
Oregon State,2022,interceptions,13,
Penn State,2022,totalYards,5637,
Penn State,2022,passCompletions,270,
Penn State,2022,kickReturnTDs,1,
Penn State,2022,fourthDownConversions,21,
Penn State,2022,fumblesLost,7,
Penn State,2022,netPassingYards,3283,
Penn State,2022,sacks,42,
Penn State,2022,interceptionTDs,1,
Penn State,2022,puntReturnTDs,0,
Penn State,2022,tacklesForLoss,102,
Penn State,2022,kickReturnYards,447,
Penn State,2022,interceptionYards,243,
Penn State,2022,puntReturns,24,
Penn State,2022,possessionTime,23838,
Penn State,2022,passingTDs,29,
Penn State,2022,passAttempts,422,
Penn State,2022,interceptions,7,
Penn State,2022,rushingTDs,28,
Penn State,2022,thirdDownConversions,68,
Penn State,2022,rushingAttempts,489,
Penn State,2022,puntReturnYards,105,
Penn State,2022,thirdDowns,180,
Penn State,2022,passesIntercepted,14,
Penn State,2022,fumblesRecovered,21,
Penn State,2022,fourthDowns,30,
Penn State,2022,games,13,
Penn State,2022,rushingYards,2354,
Penn State,2022,penalties,69,
Penn State,2022,kickReturns,20,
Penn State,2022,penaltyYards,628,
Penn State,2022,turnovers,14,
Penn State,2022,firstDowns,275,
Pittsburgh,2022,penaltyYards,828,
Pittsburgh,2022,firstDowns,279,
Pittsburgh,2022,interceptions,11,
Pittsburgh,2022,fourthDowns,20,
Pittsburgh,2022,fumblesRecovered,14,
Pittsburgh,2022,passAttempts,393,
Pittsburgh,2022,sacks,47,
Pittsburgh,2022,possessionTime,25923,
Pittsburgh,2022,kickReturnTDs,0,
Pittsburgh,2022,passesIntercepted,14,
Pittsburgh,2022,puntReturnTDs,1,
Pittsburgh,2022,netPassingYards,2889,
Pittsburgh,2022,fumblesLost,9,
Pittsburgh,2022,thirdDownConversions,70,
Pittsburgh,2022,passingTDs,13,
Pittsburgh,2022,turnovers,20,
Pittsburgh,2022,rushingTDs,30,
Pittsburgh,2022,tacklesForLoss,83,
Pittsburgh,2022,games,13,
Pittsburgh,2022,kickReturnYards,438,
Pittsburgh,2022,puntReturnYards,290,
Pittsburgh,2022,passCompletions,223,
Pittsburgh,2022,rushingYards,2380,
Pittsburgh,2022,kickReturns,29,
Pittsburgh,2022,penalties,96,
Pittsburgh,2022,fourthDownConversions,10,
Pittsburgh,2022,interceptionTDs,4,
Pittsburgh,2022,interceptionYards,215,
Pittsburgh,2022,rushingAttempts,522,
Pittsburgh,2022,totalYards,5269,
Pittsburgh,2022,thirdDowns,179,
Pittsburgh,2022,puntReturns,34,
Purdue,2022,interceptionTDs,3,
Purdue,2022,rushingAttempts,467,
Purdue,2022,rushingYards,1695,
Purdue,2022,firstDowns,322,
Purdue,2022,possessionTime,26767,
Purdue,2022,penalties,74,
Purdue,2022,interceptionYards,289,
Purdue,2022,passCompletions,368,
Purdue,2022,interceptions,17,
Purdue,2022,rushingTDs,17,
Purdue,2022,kickReturns,28,
Purdue,2022,sacks,27,
Purdue,2022,fourthDowns,33,
Purdue,2022,passesIntercepted,15,
Purdue,2022,turnovers,23,
Purdue,2022,thirdDownConversions,80,
Purdue,2022,games,14,
Purdue,2022,totalYards,5590,
Purdue,2022,fourthDownConversions,18,
Purdue,2022,thirdDowns,208,
Purdue,2022,tacklesForLoss,60,
Purdue,2022,kickReturnTDs,0,
Purdue,2022,penaltyYards,748,
Purdue,2022,puntReturnYards,164,
Purdue,2022,kickReturnYards,484,
Purdue,2022,fumblesRecovered,9,
Purdue,2022,fumblesLost,6,
Purdue,2022,passAttempts,581,
Purdue,2022,puntReturns,23,
Purdue,2022,passingTDs,26,
Purdue,2022,netPassingYards,3895,
Purdue,2022,puntReturnTDs,0,
Rice,2022,fourthDownConversions,12,
Rice,2022,rushingAttempts,460,
Rice,2022,tacklesForLoss,53,
Rice,2022,sacks,20,
Rice,2022,passAttempts,403,
Rice,2022,penalties,79,
Rice,2022,netPassingYards,3027,
Rice,2022,passingTDs,23,
Rice,2022,fumblesLost,12,
Rice,2022,rushingYards,1838,
Rice,2022,puntReturns,18,
Rice,2022,kickReturns,26,
Rice,2022,thirdDownConversions,72,
Rice,2022,puntReturnYards,161,
Rice,2022,interceptionTDs,1,
Rice,2022,interceptionYards,154,
Rice,2022,penaltyYards,698,
Rice,2022,totalYards,4865,
Rice,2022,passesIntercepted,8,
Rice,2022,thirdDowns,173,
Rice,2022,rushingTDs,17,
Rice,2022,firstDowns,261,
Rice,2022,fourthDowns,27,
Rice,2022,kickReturnTDs,0,
Rice,2022,passCompletions,233,
Rice,2022,interceptions,20,
Rice,2022,turnovers,32,
Rice,2022,possessionTime,25597,
Rice,2022,puntReturnTDs,0,
Rice,2022,kickReturnYards,440,
Rice,2022,games,13,
Rice,2022,fumblesRecovered,11,
Rutgers,2022,games,12,
Rutgers,2022,passingTDs,11,
Rutgers,2022,rushingYards,1523,
Rutgers,2022,kickReturnTDs,0,
Rutgers,2022,thirdDowns,172,
Rutgers,2022,fumblesLost,6,
Rutgers,2022,sacks,20,
Rutgers,2022,fourthDownConversions,9,
Rutgers,2022,passAttempts,332,
Rutgers,2022,rushingTDs,11,
Rutgers,2022,puntReturnTDs,1,
Rutgers,2022,fourthDowns,17,
Rutgers,2022,passesIntercepted,9,
Rutgers,2022,turnovers,20,
Rutgers,2022,tacklesForLoss,66,
Rutgers,2022,kickReturnYards,541,
Rutgers,2022,firstDowns,178,
Rutgers,2022,thirdDownConversions,49,
Rutgers,2022,interceptionYards,65,
Rutgers,2022,fumblesRecovered,8,
Rutgers,2022,possessionTime,21019,
Rutgers,2022,rushingAttempts,432,
Rutgers,2022,penalties,94,
Rutgers,2022,kickReturns,27,
Rutgers,2022,interceptionTDs,2,
Rutgers,2022,puntReturnYards,108,
Rutgers,2022,puntReturns,16,
Rutgers,2022,passCompletions,168,
Rutgers,2022,totalYards,3375,
Rutgers,2022,penaltyYards,770,
Rutgers,2022,interceptions,14,
Rutgers,2022,netPassingYards,1852,
San Diego State,2022,thirdDownConversions,52,
San Diego State,2022,penaltyYards,772,
San Diego State,2022,thirdDowns,177,
San Diego State,2022,games,13,
San Diego State,2022,tacklesForLoss,84,
San Diego State,2022,firstDowns,205,
San Diego State,2022,sacks,36,
San Diego State,2022,fumblesRecovered,12,
San Diego State,2022,puntReturnTDs,3,
San Diego State,2022,kickReturnYards,753,
San Diego State,2022,puntReturns,28,
San Diego State,2022,fumblesLost,10,
San Diego State,2022,possessionTime,24136,
San Diego State,2022,kickReturns,37,
San Diego State,2022,passCompletions,185,
San Diego State,2022,fourthDownConversions,15,
San Diego State,2022,turnovers,24,
San Diego State,2022,interceptions,14,
San Diego State,2022,passingTDs,15,
San Diego State,2022,totalYards,4210,
San Diego State,2022,interceptionTDs,0,
San Diego State,2022,rushingTDs,11,
San Diego State,2022,netPassingYards,2348,
San Diego State,2022,passesIntercepted,13,
San Diego State,2022,fourthDowns,20,
San Diego State,2022,interceptionYards,34,
San Diego State,2022,passAttempts,342,
San Diego State,2022,rushingYards,1862,
San Diego State,2022,penalties,96,
San Diego State,2022,kickReturnTDs,1,
San Diego State,2022,rushingAttempts,470,
San Diego State,2022,puntReturnYards,176,
San José State,2022,penaltyYards,582,
San José State,2022,games,12,
San José State,2022,kickReturns,23,
San José State,2022,thirdDowns,150,
San José State,2022,tacklesForLoss,84,
San José State,2022,rushingYards,1154,
San José State,2022,fourthDowns,17,
San José State,2022,passAttempts,430,
San José State,2022,interceptions,7,
San José State,2022,puntReturnTDs,0,
San José State,2022,puntReturns,6,
San José State,2022,interceptionTDs,0,
San José State,2022,netPassingYards,3261,
San José State,2022,fumblesRecovered,9,
San José State,2022,rushingTDs,19,
San José State,2022,thirdDownConversions,56,
San José State,2022,fourthDownConversions,8,
San José State,2022,sacks,40,
San José State,2022,passCompletions,260,
San José State,2022,puntReturnYards,39,
San José State,2022,penalties,69,
San José State,2022,turnovers,9,
San José State,2022,fumblesLost,2,
San José State,2022,kickReturnYards,379,
San José State,2022,kickReturnTDs,0,
San José State,2022,firstDowns,245,
San José State,2022,passesIntercepted,13,
San José State,2022,passingTDs,23,
San José State,2022,possessionTime,20595,
San José State,2022,totalYards,4415,
San José State,2022,rushingAttempts,343,
San José State,2022,interceptionYards,87,
SMU,2022,puntReturns,15,
SMU,2022,fourthDownConversions,22,
SMU,2022,tacklesForLoss,63,
SMU,2022,rushingYards,2030,
SMU,2022,thirdDownConversions,97,
SMU,2022,passesIntercepted,10,
SMU,2022,sacks,27,
SMU,2022,fumblesRecovered,12,
SMU,2022,thirdDowns,203,
SMU,2022,interceptions,11,
SMU,2022,netPassingYards,4117,
SMU,2022,fumblesLost,9,
SMU,2022,puntReturnTDs,0,
SMU,2022,fourthDowns,37,
SMU,2022,kickReturns,25,
SMU,2022,penalties,55,
SMU,2022,rushingTDs,26,
SMU,2022,turnovers,20,
SMU,2022,puntReturnYards,145,
SMU,2022,kickReturnYards,362,
SMU,2022,passingTDs,36,
SMU,2022,possessionTime,21608,
SMU,2022,penaltyYards,542,
